कैद र जरिवाना दुबै सजाय तोकेका ३ सय १० स्वदेशी र ११ विदेशी छन्।,0
अदालतमा ९ सय ३५ वर्षको कैद सजाय बेरुजु छ।,0
दण्ड जरिवाना बापत ५ करोड २९ लाख ३७ हजार ४ सय ५१ बेरुजु रहेको पन्तले बताए।,0
फुलका सामग्रीको मुल्य प्रत्येक वर्ष घटाउँदै लैजाने फ्यानको योजना भएपनि कारणबस यो वर्ष मुल्य बढ्ने उनले बताए।,0
अन्य वर्षको भन्दा यो वर्ष तिहार छिट्टै आएकाले भर्खर कोपिलामात्रै लागेको उनको भनाई छ।,0
अहिले बल्ल कोपिला लाग्न सुरु गरेको छ समयमा फूल फूल्ने अवस्था छैन कसजूले भने -आयात गर्नुको विकल्प छैन।,-1
स्वदेशी दुई करोड ८० लाख सयपत्रीका थुँगाबाट निर्मित ७ लाख माला स्वदेशमै निर्माण गरिने उनले जानकारी दिए।,0
भारतबाट साढे दुई लाख माला ल्याइने छ।,0
यो तिहारमा देशभर ९ देखि १० लाख मालाको खपत हुन्छ उनले भने।,0
काठमाडौंमा मात्रै ६ देखि ७ लाख माला खपत हुने उनले बताए।,0
नेपाली बजारमा प्रत्येक वर्ष १५ प्रतिशतले फूलका मालाको माग बढ्दै गएको कसजुले बताए।,0
सिन्धुपाल्चोक काभ्रे नुवाकोट धादिङ दोलखा चितवन धनुषा भक्तपुर ललितपुर काठमाडौंलगायतका स्थानमा सयपत्री फुलको व्यवसायिक रूपमा उत्पादन हुँदै आएको छ।,0
नेपालको ३५ जिल्लामा ६ सय ५० पुष्प फर्म तथा नर्सरीबाट १ सय १० हेक्टर क्षेत्रफलमा पुष्पको खेती हुँदै आएको छ।,0
यो व्यवसायबाट ४१ हजारभन्दा बढीले प्रत्यक्ष रोजगारी पाएका छन।,0
गत आर्थिक बर्ष २०७० को चैतसम्ममा भारतलगायत अन्य मुलुकबाट  गरी ३ करोड ६९ लाख रूपैयाँ बराबरको फुल आयात भएको थियो भने ४ करोड रूपैयाँ बराबरको निर्यात गरिएको थियो।,0
रु एक करोड ३३ लाखमा सम्पन्न गर्ने लक्ष्य राखिएको योजनाको ४० प्रतिशत मात्र काम सम्पन्न भएको छ।,0
विभिन्न चरणमा गरेर हालसम्म रु एक करोड तीन लाख  खर्च भइसकेको उक्त खानेपानी योजनाका अध्यक्ष जगन्नाथ खनालले जानकारी दिए।,0
योजनाको लक्ष्यअनुसार ३० लाख मात्र बाँकी रहँदा योजनाको ६० प्रतिशत काम बाँकी रहेको छ।,0
समय बढ्दै गएपछि योजनाको लागतसमेत पाँच गुणाले बढेर गएको अध्यक्ष खनालले बताए।,0
अहिले माओवादीले के गर्ने भन्ने निर्णय पार्टीबाट भन्दा पनि विदेशी शक्तिसँग नजिक भएका व्यक्तिबाट हुने गरेको छ।,-1
माओवादी देश र जनताका लागि होइन अरु कसैका लागि सत्तामा गएको आभास कार्यकर्ताले समेत अनुभव गरेका छन्।,-1
प्रधानमन्त्रीबाट हटेपछि बानेश्वरमा बोल्ने प्रचण्ड अहिले छैनन्।,-1
प्रचण्ड सहमतिका लागि भन्दै नेताहरूको घरदैलो धाएका छन्।,-1
सहमतिको निरन्तर रटान लगाएका छन् तर सहमतिको संकेत देखिएको छैन।,-1
सहमतिको बाधक पनि स्वयं माओवादी नै बनेको छ।,-1
हिजो विदेशीसँग नजिक हुनेलाई पार्टीले गम्भीर आपत्ति जनाउँथ्यो तर आज आइपुग्दा जुन व्यक्ति विेदेशी शक्तिसँग नजिक छ ऊ नै पार्टीमा शक्तिशाली भएको ठानिँदैछ।,-1
विदेशी शक्तिसँग नजिक रहेको हँुदा कुनै बेला कांग्रेसका सामान्य तहका नेता अमरेश सिंहको पार्टीमा ठूलै हैसियत बनेको थियो।,1
दलबीच मध्यस्थकर्ता बन्नेदेखि बालुवाटारको ढोका उनका लागि सधैँ खुला थियो।,1
अहिले प्रचण्ड पनि बुझ्दैछन् कि सबै खेल अन्त कतैबाट भइरहेको छ।,1
तर प्रचण्ड विचरा देखिन्छन्।,-1
के अब यसो भनिरहनुको केही अर्थ छ र?,-1
एक पटक विचार गरौं त राष्ट्रपति यो मुलुकका 'फष्ट मेन'हुन।,1
कानुनलाई अन्तिम रुप दिनेदेखि कार्यान्वयन गराउने पनि उनै हुन।,1
यस्ता व्यक्तिलाई विदेशीकै बलमा हल्लाउन खोज्नु विडम्वनापूर्ण छ।,-1
यस्तो कदापि होइनांै हामी।,-1
प्रकृति र संस्कृतिमा बहुतै धनाढ्य हामी।,1
विश्वमान चित्रमा पृथक छवि कायम रहिआएको छ हाम्रो देश नेपालको।,1
प्राचीनकालदेखि नै मानवले विचरण गर्दै आएको पवित्र भूमि नेपाल।,1
बुटवलबाट प्राप्त भएको १ करोड १० लाख वर्ष पुरानो रामापिथेकस हाल स्वयम्भूस्थित प्राकृतिक विज्ञान संग्रहालयमा सुरक्षित छ को अवशेष यसको एउटा ज्वलन्त नमुना हो।,1
मन्दिरै मन्दिरको देश उपनामले चिनिने यो भूमि प्रकृति र संस्कृतिप्रेमीका लागि त स्वर्गतुल्यै छ।,1
कम्बरमा खुकुरी दौरा र सुरुवालमा सजिएका विश्वको सबैभन्दा होचो कदका चन्द्रबहादुर डाँगी ७२ वर्षीया डाँगी दाङका हुन् हाम्रा गहना हुन्।,1
हजारौं नेपालीका एकल प्रतिनिधिमूलक पात्र चन्द्र हुन्।,1
नेपालकोे सबैभन्दा होचो भूमि धनुषाको मुसहरनियो हो भने कालीगण्डकीको गल्छी विश्वकै सबैभन्दा होचो भू-भाग पनि नेपालीकै भागवण्डामा सुरक्षित छ।,1
हतासमा विश्वको जुनसुकै कुनाबाट आएका आगन्तुकहरु सगरमाथाको प्रवेशद्वार नाम्चे बजारको शीरमा रहेको स्याङ्बोचे विमानस्थलमा राजधानीबाट सोझै अवतरण गर्न सक्छन् जुन नेपालकै सबैभन्दा उच्चस्थलमा अवस्थित विमानस्थल मानिन्छ।,1
भनिन्छ- विश्वमै दुर्लभ मानिने यती वा हिम मानव पनि नेपाली मात्रको गौरव हो।,1
मानव सभ्यता र संस्कृतिको प्राचीनतम् भूमि मुस्ताङ नेपालको मात्र नभएर विश्वमै प्रागमानव बसोबासस्थलका रूपमा प्रसिद्ध र महत्र्वपूर्ण सावित भइसकेको छ।,1
मुस्ताङमा विगत मानव बसोबासको शंृखलाबद्ध इतिहास ई. पू. आठौँदेखि इश्वीको सोह््रौ शताब्दीसम्म निरन्तररूपमा कायम रहँदै आएको पुरातात्र्िवक प्रमाण हामीसँग सुरक्षित छ।,1
प्रागमानवले लाखौं करोडांै वर्षअघिदेखि क्रमिकरूपमा विचरण गर्दै आएको पावन भूमिका साथै विश्वको तेस्रो धु्रवका रूपमा परिचित नेपाल नेपालीहरुको हाम्रो साझा घर हो।,1
यो देवभूमि नेपाल हिमालय र हिमशृंखलाप्रति आकर्षित हुने र रम्न चाहने मानवहरुका लागि त झन् स्वर्गतुल्य छ।,1
सर्वोच्च शिखर हिमाल हाम्रो हो।,1
हिमचुलीको उचाई नेपालीको उचाई हो।,1
विश्वको सर्वोच्च शिखर सगरमाथा हाम्रो शीर हो अनि हाम्रो पवित्र मन्दिररूपी नेपालको गजुर हो।,1
हामी नेपालीको गौरव हो।,1
यो हाम्रो शान हो इज्जत र प्रतिष्ठाको विषय हो।,1
हामी नेपाल आमालाई एशियाको स्वीट्जरल्याण्ड तथा दोलखालाई नेपालको स्वीट्जरल्याण्ड भन्न गौरव गछौँ नाक ठाडो पार्छौ तर आज नेपाललाई यस्ता विभिन्न उपनामद्वारा प्रशस्ती गायन गर्नुभन्दा पनि तिनलाई चिनेर भोलिको सुन्दर शान्त र समृद्ध नेपाल निर्माणका लागि व्यावहारिकरूपमा चरितार्थ गर्न सक्नु नै सान्दर्भिक र व्यावहारिक उपलब्धि हुनेछ।,1
अल्पमत र बहुमतको राजनीति आयोगमा पनि देखियो।,-1
राज्य पुनःसंरचना आयोगको बहुमतले जातीय पहिचानमा आधारित ११ प्रदेशका लागि सिफारिस गर्योष।,0
यसैगरी अल्पमतले सामर्थ्यमा आधारित ६ प्रदेशको प्रस्ताव गरेको छ।,1
बहुमत पक्षले स्थानीय निकायलाई प्रदेश मातहत राख्नेगरी दुई तहको सरकार सिफारिस गरेको छ भने अल्पमत पक्षले तीन तहको।,0
संघीयताकै विवाद बढ्दै गएपछि संविधान सभा विघटन हुन पुग्यो।,-1
नेपालमा संघीयता स्थानीय निकायसम्म अधिकार पुर्यािउनका लागि चाहिएको हो।,1
त्यसपछि जातीय मुक्ति वर्गीय समानता र अरु थप तर्क आउन सक्छन्।,0
तर मुलुक संघीयतामा जाँदैमा स्थानीय निकायमा अधिकार पुग्ने होइन।,-1
स्थानीय स्वायत्त शासन ऐन २०५५ लागु भएर पनि राजधानी र सदरमुकाम केन्द्रित सोचाइ र व्यवहार परिवर्तन हुन नसक्दा संघीयताको आवश्यकता देखिएको हो।,-1
कृषि सेवा केन्द्रका पियनसम्म केन्द्रबाट नियुक्त गर्ने र स्थानीय निकायको अधिकारमाथि अतिक्रमण गर्नेहरुले नै संघीयतालाई थप चर्काएका हुन्।,-1
राजनीतिक वृत्तमा अहिले संघीयताको मुद्दा जुनरूपमा उचालिएको छ यसरूपमा हाम्रा स्थानीय निकायको अधिकार क्षेत्र के/कति हुने भन्नेबारे छलफल भएको पाइँदैन।,-1
अहिले काठमाडौले उपयोग गरिरहेको अधिकार संघीय राजधानीले गर्नेगरी मात्र संघीयतामा जाँदा न मुलुक न त स्थानीय नागरिक कसैलाई पनि फाइदा छैन।,-1
यदि यसो भयो भने त्यसले झन् ठूलो भाँडभैलो ल्याउनेछ जुन सितिमिति सम्हाल्न गाह्रो पर्नेछ।,-1
मुलुक संघीय होस् वा एकात्मक दुवै अवस्थामा विकेन्द्रीकरण र निक्षेपणका मुद्दा यथावत् रहन्छन्।,1
संघीय व्यवस्था एक तहको विकेन्द्रीकरण मात्र हो।,1
संघीयतामा जाँदा प्रदेशमात्र बलियो भयो भने त्यसले तल्लो तहको जनजीविकामा खासै प्रभाव पार्न सक्दैन।,-1
स्थानीय तहसम्म अधिकार पुगेन भने भोलिका दिनमा अहिलेको काठमाडौं जस्तै हुनेछन् संघीय राजधानी।,-1
अहिले काठमाडांैले उपयोग गर्दै आएको अधिकार संघीय सरकारको राजधानीले गर्नेबाहेक अन्य फरकपना नआउन सक्छ।,-1
संघीय व्यवस्थामा प्रदेशभन्दा तलका स्थानीय सरकारमा अधिकार नरहन पनि सक्छ।,-1
एउटा रोचक तथ्य के छ भने संघीय व्यवस्था भएको छिमेकी मुलुक भारतका जिल्ला पञ्चायत तालुक पञ्चायत र ग्राम पञ्चायतमा भन्दा नेपालका जिविस गाविस तथा नगरपालिकामा बढी अधिकार छ।,1
भारतको कर्नाटक राज्यका ग्राम पञ्चायतले एक हजारभन्दा बढी खर्च गर्नुपर्दा जिल्ला पञ्चायतको स्वीकृति लिनुपर्ने व्यवस्था छ।,1
यसले संघीय शासन व्यवस्थाभित्र पनि स्थानीय निकायलाई कुन रूपमा अधिकारविहीन बनाएर राख्न सक्छन् भन्ने तथ्य उजागर गरेको छ।,1
सो राज्यमा स्थानीय निकायका प्रशासकीय प्रमुख राज्य सरकारले नै पठाउने गर्छ।,1
यसले संघीयतामा जाँदैमा स्थानीय तहमा अधिकार जान्छ भन्ने विचारलाई खण्डन गर्छ।,-1
बरु एकात्मक शासन व्यवस्था भएर पनि नेपालका गाविसलाई निश्चित आर्थिक अधिकार दिइएको छ।,1
गाविसमा पुग्ने लाखौं अनुदान रकम गाउँ परिषद्ले स्वविवेकले खर्च गर्न सक्छन्।,1
स्थानीयस्तरमा राजश्व उठाउने अधिकारसमेत गाविस नगरपालिकाले पाएको छ।,1
मुलुक संघीयतामा जाँदा कार्यकारी अधिकारको परिचालन गर्ने सामर्थ्य स्थानीय निकायलाई दिइनुपर्छ।,1
संघीय व्यवस्था हुनेबित्तिकै स्थानीय निकायले कार्यकारी अधिकार पाउँछन् भन्ने होइन।,-1
संघीय व्यवस्था भएका भारत पाकिस्तान मलेसिया मेक्सिको अष्ट्रेलिया भन्दा संघीयता नभएका केन्या क्रोसिया फिलिपिन्स जापानका स्थानीय निकायले निकै बढी अधिकार पाएका छन्।,1
संघीय व्यवस्था भएका अमेरिका स्वीट्जरल्याण्डभन्दा एकात्मक व्यवस्था भएका डेनमार्क स्वेडेन फिनल्याण्डमा अधिकार विकेन्द्रीकरणमा कुनै कमी छैन।,1
कुनै क्षेत्रमा अझ बढी अधिकार दिएको पाइन्छ।,1
त्यसैले यदि अहिलेको संघीयताको मुद्दा स्थानीय निकायलाई सशक्त र अधिकार सम्पन्न बनाउनका लागि हो भने स्ांघीयतामात्र होइन हाम्रा स्थानीय निकायको अधिकारबारे पनि अहिले नै छलफल जरुरी छ।,1
मुलुक संघीय होस् वा एकात्मक विकेन्द्रीकरणबारे व्यापक छलफल बहस र आश्वश्यक पर्दा आन्दोलन भइरहन्छन्।,-1
त्यसैले परराष्ट्र मौद्रिक नीति र रक्षाबाहेकका सबै अधिकार स्थानीय निकायलाई उपयोग गर्न दिनुपर्छ।,1
संघीयतामा जाँदा गाउँ र नगरपालिकाको आकारमा छलफल त गर्न सकिएला तर दक्ष बनाउने कुरामा सबैको एकमत हुनुपर्छ।,1
गाउँ तथा नगरपालिकामा अधिकृत स्तरका कर्मचारी लेखापाल इन्जिनियर तथा अन्य विषयगत कर्मचारीको व्यवस्था हुनुपर्छ।,1
कृषि शिक्षा स्वास्थ्य पशु वन मालपोत सिचाई जस्ता कार्यालय गाउँ वा नगरपालिकाको मातहतमा राख्ने व्यवस्था हुनुपर्छ।,1
सडक निर्माणको अधिकार स्थानीय निकायमा हुनुपर्छ।,1
स्थानीय जनशक्तिले धान्न सक्ने निर्माण कार्य गर्ने अधिकार दिनुपर्छ।,1
माध्यमिक तहसम्मका विद्यालय सञ्चालन गर्ने अधिकार गाविस तहमै दिइनुपर्छ।,1
यस्ता निकायमा कर्मचारी नियुक्त गर्ने उनीहरुको वृत्ति विकास गर्ने तथा अख्तियार दुरुपयोग गरेमा दण्ड तथा कारबाही गर्ने अधिकारसमेत स्थानीय निकायमा दिनुपर्छ।,1
यसैगरी स्थानीयस्तरमा राजश्व उठाउने करका आधार र दर निर्धाण गर्ने र त्यसको परिचालन गर्ने अधिकार दिइनुपर्छ।,1
यसका साथै राम्रो काम गर्नेलाई अनुदान बढाउने र राम्रो गर्न नसकेमा अनुदान कटौती गर्ने व्यवस्था गर्नुपर्छ।,1
भन्ने प्रश्न सँगै उठाएका छन् यी घटनाले।,1
अभियान चलिरहेकै बेला भएका गम्भीर हिंसाका घटनामा संलग्न दोषीलाई त कारबाहीको दायरामा ल्याउन पहल हुँदैन भने अरु बेला के होला?,-1
यो पनि अर्को एउटा संवेदनशील पक्ष हो।,-1
न त पीडितकै पीडा न्युनीकरणका लागि प्रयास भएका छन्।,-1
उदाहरण खोज्न टाढा जानै पर्दैन।,0
बर्दिया सदरमुकाम गुलरिया नगरपालिका वार्ड नम्बर ८ बस्ने १६ वर्षीया शिवा हासमी यसैको ज्वलन्त उदाहरण हुन।,0
शरीरमा पेट्रोल खन्याएर जीउँदै जलाइएकी र यही अवधिमा मृत्युवरण गरेकी शिवा महिलामाथि भइरहेका र हुनसक्ने हिंसाको मापन गर्न काफी छिन्।,-1
